,Continent,ObservationDate,Province_State,Country,Confirmed,Deaths,Recovered,latitude,longitude,Total Confirmed,Total Deaths,Total Recovered,Active Cases,days_since_first,previous_Confirmed,previous_Activecases,previous_Death,previous_Recovered,Population,Area (sq. mi.),Pop. Density (per sq. mi.),Net migration,GDP ($ per capita),Deathrate
856,Asia,2020-02-06,Shanxi,China,96.0,0.0,12.0,35.86166,104.195397,168816.0,3622.0,5644.0,178082.0,20,106.0,177974.0,1.0,8.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
857,Asia,2020-02-06,Liaoning,China,94.0,0.0,5.0,35.86166,104.195397,168910.0,3622.0,5649.0,178181.0,21,96.0,178082.0,0.0,12.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
858,Asia,2020-02-06,Tianjin,China,79.0,1.0,2.0,35.86166,104.195397,168989.0,3623.0,5651.0,178263.0,22,94.0,178181.0,0.0,5.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
859,Asia,2020-02-06,Guizhou,China,71.0,1.0,6.0,35.86166,104.195397,169060.0,3624.0,5657.0,178341.0,23,79.0,178263.0,1.0,2.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
860,Asia,2020-02-06,Gansu,China,62.0,0.0,6.0,35.86166,104.195397,169122.0,3624.0,5663.0,178409.0,24,71.0,178341.0,1.0,6.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
861,Asia,2020-02-06,Jilin,China,59.0,0.0,4.0,35.86166,104.195397,169181.0,3624.0,5667.0,178472.0,25,62.0,178409.0,0.0,6.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
862,Asia,2020-02-06,Inner Mongolia,China,46.0,0.0,4.0,35.86166,104.195397,169227.0,3624.0,5671.0,178522.0,26,59.0,178472.0,0.0,4.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
863,Asia,2020-02-06,Unknown,Japan,45.0,0.0,1.0,36.204824,138.252924,169272.0,3624.0,5672.0,178568.0,0,0.0,0.0,0.0,0.0,127463611.0,377835.0,"337,4",0,28200.0,"9,16"
864,Asia,2020-02-06,Ningxia,China,40.0,0.0,1.0,35.86166,104.195397,169312.0,3624.0,5673.0,178609.0,0,0.0,0.0,0.0,0.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
865,Asia,2020-02-06,Xinjiang,China,36.0,0.0,0.0,35.86166,104.195397,169348.0,3624.0,5673.0,178645.0,1,40.0,178609.0,0.0,1.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
866,Asia,2020-02-06,Unknown,Singapore,28.0,0.0,0.0,1.352083,103.819836,169376.0,3624.0,5673.0,178673.0,0,0.0,0.0,0.0,0.0,4492150.0,693.0,"6482,2","11,53",23700.0,"4,28"
867,Asia,2020-02-06,Unknown,Thailand,25.0,0.0,5.0,15.870032,100.992541,169401.0,3624.0,5678.0,178703.0,0,0.0,0.0,0.0,0.0,64631595.0,514000.0,"125,7",0,7400.0,"7,04"
868,Asia,2020-02-06,Hong Kong,Hong Kong,24.0,1.0,0.0,22.396428,114.109497,169425.0,3625.0,5678.0,178728.0,0,0.0,0.0,0.0,0.0,6940432.0,1092.0,"6355,7","5,24",28800.0,"6,29"
869,Asia,2020-02-06,Unknown,South Korea,23.0,0.0,0.0,35.90775700000001,127.766922,169448.0,3625.0,5678.0,178751.0,0,0.0,0.0,0.0,0.0,48846823.0,98480.0,"496,0",0,17800.0,"5,85"
870,Asia,2020-02-06,Qinghai,China,18.0,0.0,3.0,35.86166,104.195397,169466.0,3625.0,5681.0,178772.0,0,0.0,0.0,0.0,0.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
871,Asia,2020-02-06,Taiwan,Taiwan,16.0,0.0,1.0,23.69781,120.960515,169482.0,3625.0,5682.0,178789.0,0,0.0,0.0,0.0,0.0,23036087.0,35980.0,"640,3",0,23400.0,"6,48"
872,Europe,2020-02-06,Unknown,Germany,12.0,0.0,0.0,51.165691,10.451526,169494.0,3625.0,5682.0,178801.0,0,0.0,0.0,0.0,0.0,82422299.0,357021.0,"230,9","2,18",27600.0,"10,62"
873,Asia,2020-02-06,Unknown,Malaysia,12.0,0.0,0.0,4.210483999999999,101.975766,169506.0,3625.0,5682.0,178813.0,0,0.0,0.0,0.0,0.0,24385858.0,329750.0,"74,0",0,9000.0,"5,05"
874,Asia,2020-02-06,Macau,Macao,10.0,0.0,1.0,22.198745,113.543873,169516.0,3625.0,5683.0,178824.0,0,0.0,0.0,0.0,0.0,453125.0,28.0,"16183,0","4,86",19400.0,"4,47"
875,Asia,2020-02-06,Unknown,Vietnam,10.0,0.0,1.0,14.058324,108.277199,169526.0,3625.0,5684.0,178835.0,0,0.0,0.0,0.0,0.0,84402966.0,329560.0,"256,1","-0,45",2500.0,"6,22"
876,Europe,2020-02-06,Unknown,France,6.0,0.0,0.0,46.227638,2.213749,169532.0,3625.0,5684.0,178841.0,0,0.0,0.0,0.0,0.0,60876136.0,547030.0,"111,3","0,66",27600.0,"9,14"
877,Asia,2020-02-06,Unknown,United Arab Emirates,5.0,0.0,0.0,23.424076,53.847818,169537.0,3625.0,5684.0,178846.0,0,0.0,0.0,0.0,0.0,2602713.0,82880.0,"31,4","1,03",23200.0,"4,4"
878,Oceania,2020-02-06,New South Wales,Australia,4.0,0.0,2.0,-25.274398,133.775136,169541.0,3625.0,5686.0,178852.0,0,0.0,0.0,0.0,0.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
879,Oceania,2020-02-06,Queensland,Australia,4.0,0.0,0.0,-25.274398,133.775136,169545.0,3625.0,5686.0,178856.0,1,4.0,178852.0,0.0,2.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
880,Oceania,2020-02-06,Victoria,Australia,4.0,0.0,0.0,-25.274398,133.775136,169549.0,3625.0,5686.0,178860.0,2,4.0,178856.0,0.0,0.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
881,Asia,2020-02-06,Unknown,India,3.0,0.0,0.0,20.593684,78.96288,169552.0,3625.0,5686.0,178863.0,0,0.0,0.0,0.0,0.0,1095351995.0,3287590.0,"333,2","-0,07",2900.0,"8,18"
882,Oceania,2020-02-06,South Australia,Australia,2.0,0.0,0.0,-25.274398,133.775136,169554.0,3625.0,5686.0,178865.0,0,0.0,0.0,0.0,0.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
883,America,2020-02-06,British Columbia,Canada,2.0,0.0,0.0,56.130366,-106.346771,169556.0,3625.0,5686.0,178867.0,0,0.0,0.0,0.0,0.0,33098932.0,9984670.0,"3,3","5,96",29800.0,"7,8"
884,America,2020-02-06,"Toronto, ON",Canada,2.0,0.0,0.0,56.130366,-106.346771,169558.0,3625.0,5686.0,178869.0,1,2.0,178867.0,0.0,0.0,33098932.0,9984670.0,"3,3","5,96",29800.0,"7,8"
885,Europe,2020-02-06,Unknown,Italy,2.0,0.0,0.0,41.87194,12.56738,169560.0,3625.0,5686.0,178871.0,0,0.0,0.0,0.0,0.0,58133509.0,301230.0,"193,0","2,07",26700.0,"10,4"
886,Asia,2020-02-06,Unknown,Philippines,2.0,1.0,0.0,12.879721,121.774017,169562.0,3626.0,5686.0,178874.0,0,0.0,0.0,0.0,0.0,89468677.0,300000.0,"298,2","-1,5",4600.0,"5,41"
887,Europe,2020-02-06,Unknown,Russia,2.0,0.0,0.0,61.52401,105.318756,169564.0,3626.0,5686.0,178876.0,0,0.0,0.0,0.0,0.0,142893540.0,17075200.0,"8,4","1,02",8900.0,"14,65"
888,Europe,2020-02-06,Unknown,United Kingdom,2.0,0.0,0.0,55.378051,-3.435973,169566.0,3626.0,5686.0,178878.0,0,0.0,0.0,0.0,0.0,60609153.0,244820.0,"247,6","2,19",27700.0,"10,13"
889,America,2020-02-06,"Chicago, IL",United States,2.0,0.0,0.0,37.09024,-95.712891,169568.0,3626.0,5686.0,178880.0,0,0.0,0.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
890,America,2020-02-06,"San Benito, CA",United States,2.0,0.0,0.0,37.09024,-95.712891,169570.0,3626.0,5686.0,178882.0,1,2.0,178880.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
891,America,2020-02-06,"Santa Clara, CA",United States,2.0,0.0,0.0,37.09024,-95.712891,169572.0,3626.0,5686.0,178884.0,2,2.0,178882.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
892,Europe,2020-02-06,Unknown,Belgium,1.0,0.0,0.0,50.503887,4.469936,169573.0,3626.0,5686.0,178885.0,0,0.0,0.0,0.0,0.0,10379067.0,30528.0,"340,0","1,23",29100.0,"10,27"
893,Asia,2020-02-06,Unknown,Cambodia,1.0,0.0,0.0,12.565679,104.990963,169574.0,3626.0,5686.0,178886.0,0,0.0,0.0,0.0,0.0,13881427.0,181040.0,"76,7",0,1900.0,"9,06"
894,America,2020-02-06,"London, ON",Canada,1.0,0.0,0.0,56.130366,-106.346771,169575.0,3626.0,5686.0,178887.0,0,0.0,0.0,0.0,0.0,33098932.0,9984670.0,"3,3","5,96",29800.0,"7,8"
895,Europe,2020-02-06,Unknown,Finland,1.0,0.0,0.0,61.92411,25.748151,169576.0,3626.0,5686.0,178888.0,0,0.0,0.0,0.0,0.0,5231372.0,338145.0,"15,5","0,95",27400.0,"9,86"
896,Asia,2020-02-06,Tibet,China,1.0,0.0,0.0,35.86166,104.195397,169577.0,3626.0,5686.0,178889.0,0,0.0,0.0,0.0,0.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
897,Asia,2020-02-06,Unknown,Nepal,1.0,0.0,0.0,28.394857,84.12400799999998,169578.0,3626.0,5686.0,178890.0,0,0.0,0.0,0.0,0.0,28287147.0,147181.0,"192,2",0,1400.0,"9,31"
898,Europe,2020-02-06,Unknown,Spain,1.0,0.0,0.0,40.463667,-3.74922,169579.0,3626.0,5686.0,178891.0,0,0.0,0.0,0.0,0.0,40397842.0,504782.0,"80,0","0,99",22000.0,"9,72"
899,Asia,2020-02-06,Unknown,Sri Lanka,1.0,0.0,0.0,7.873054,80.77179699999998,169580.0,3626.0,5686.0,178892.0,0,0.0,0.0,0.0,0.0,20222240.0,65610.0,"308,2","-1,31",3700.0,"6,52"
900,Europe,2020-02-06,Unknown,Sweden,1.0,0.0,0.0,60.128161,18.643501,169581.0,3626.0,5686.0,178893.0,0,0.0,0.0,0.0,0.0,9016596.0,449964.0,"20,0","1,67",26800.0,"10,31"
901,America,2020-02-06,"Boston, MA",United States,1.0,0.0,0.0,37.09024,-95.712891,169582.0,3626.0,5686.0,178894.0,0,0.0,0.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
902,America,2020-02-06,"Los Angeles, CA",United States,1.0,0.0,0.0,37.09024,-95.712891,169583.0,3626.0,5686.0,178895.0,1,1.0,178894.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
903,America,2020-02-06,"Madison, WI",United States,1.0,0.0,0.0,37.09024,-95.712891,169584.0,3626.0,5686.0,178896.0,2,1.0,178895.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
904,America,2020-02-06,"Orange, CA",United States,1.0,0.0,0.0,37.09024,-95.712891,169585.0,3626.0,5686.0,178897.0,3,1.0,178896.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
905,America,2020-02-06,"Seattle, WA",United States,1.0,0.0,0.0,37.09024,-95.712891,169586.0,3626.0,5686.0,178898.0,4,1.0,178897.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
906,America,2020-02-06,"Tempe, AZ",United States,1.0,0.0,0.0,37.09024,-95.712891,169587.0,3626.0,5686.0,178899.0,5,1.0,178898.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
907,Asia,2020-02-07,Hubei,China,24953.0,699.0,1115.0,35.86166,104.195397,194540.0,4325.0,6801.0,205666.0,0,0.0,0.0,0.0,0.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
908,Asia,2020-02-07,Guangdong,China,1034.0,1.0,88.0,35.86166,104.195397,195574.0,4326.0,6889.0,206789.0,1,24953.0,205666.0,699.0,1115.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
909,Asia,2020-02-07,Zhejiang,China,1006.0,0.0,123.0,35.86166,104.195397,196580.0,4326.0,7012.0,207918.0,2,1034.0,206789.0,1.0,88.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
910,Asia,2020-02-07,Henan,China,914.0,3.0,86.0,35.86166,104.195397,197494.0,4329.0,7098.0,208921.0,3,1006.0,207918.0,0.0,123.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
911,Asia,2020-02-07,Hunan,China,772.0,0.0,112.0,35.86166,104.195397,198266.0,4329.0,7210.0,209805.0,4,914.0,208921.0,3.0,86.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
912,Asia,2020-02-07,Anhui,China,665.0,0.0,47.0,35.86166,104.195397,198931.0,4329.0,7257.0,210517.0,5,772.0,209805.0,0.0,112.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
913,Asia,2020-02-07,Jiangxi,China,661.0,0.0,45.0,35.86166,104.195397,199592.0,4329.0,7302.0,211223.0,6,665.0,210517.0,0.0,47.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
914,Asia,2020-02-07,Chongqing,China,426.0,2.0,31.0,35.86166,104.195397,200018.0,4331.0,7333.0,211682.0,7,661.0,211223.0,0.0,45.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
915,Asia,2020-02-07,Jiangsu,China,408.0,0.0,43.0,35.86166,104.195397,200426.0,4331.0,7376.0,212133.0,8,426.0,211682.0,2.0,31.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
916,Asia,2020-02-07,Shandong,China,386.0,0.0,37.0,35.86166,104.195397,200812.0,4331.0,7413.0,212556.0,9,408.0,212133.0,0.0,43.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
917,Asia,2020-02-07,Sichuan,China,344.0,1.0,42.0,35.86166,104.195397,201156.0,4332.0,7455.0,212943.0,10,386.0,212556.0,0.0,37.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
918,Asia,2020-02-07,Beijing,China,297.0,1.0,33.0,35.86166,104.195397,201453.0,4333.0,7488.0,213274.0,11,344.0,212943.0,1.0,42.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
919,Asia,2020-02-07,Heilongjiang,China,277.0,3.0,12.0,35.86166,104.195397,201730.0,4336.0,7500.0,213566.0,12,297.0,213274.0,1.0,33.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
920,Asia,2020-02-07,Shanghai,China,277.0,1.0,30.0,35.86166,104.195397,202007.0,4337.0,7530.0,213874.0,13,277.0,213566.0,3.0,12.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
921,Asia,2020-02-07,Fujian,China,224.0,0.0,20.0,35.86166,104.195397,202231.0,4337.0,7550.0,214118.0,14,277.0,213874.0,1.0,30.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
922,Asia,2020-02-07,Shaanxi,China,184.0,0.0,17.0,35.86166,104.195397,202415.0,4337.0,7567.0,214319.0,15,224.0,214118.0,0.0,20.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
923,Asia,2020-02-07,Guangxi,China,172.0,0.0,17.0,35.86166,104.195397,202587.0,4337.0,7584.0,214508.0,16,184.0,214319.0,0.0,17.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
924,Asia,2020-02-07,Hebei,China,172.0,1.0,22.0,35.86166,104.195397,202759.0,4338.0,7606.0,214703.0,17,172.0,214508.0,0.0,17.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
925,Asia,2020-02-07,Yunnan,China,138.0,0.0,12.0,35.86166,104.195397,202897.0,4338.0,7618.0,214853.0,18,172.0,214703.0,1.0,22.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
926,Asia,2020-02-07,Hainan,China,117.0,2.0,10.0,35.86166,104.195397,203014.0,4340.0,7628.0,214982.0,19,138.0,214853.0,0.0,12.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
927,Asia,2020-02-07,Shanxi,China,104.0,0.0,15.0,35.86166,104.195397,203118.0,4340.0,7643.0,215101.0,20,117.0,214982.0,2.0,10.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
928,Asia,2020-02-07,Liaoning,China,99.0,0.0,7.0,35.86166,104.195397,203217.0,4340.0,7650.0,215207.0,21,104.0,215101.0,0.0,15.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
929,Asia,2020-02-07,Guizhou,China,81.0,1.0,6.0,35.86166,104.195397,203298.0,4341.0,7656.0,215295.0,22,99.0,215207.0,0.0,7.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
930,Asia,2020-02-07,Tianjin,China,81.0,1.0,2.0,35.86166,104.195397,203379.0,4342.0,7658.0,215379.0,23,81.0,215295.0,1.0,6.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
931,Asia,2020-02-07,Gansu,China,67.0,0.0,9.0,35.86166,104.195397,203446.0,4342.0,7667.0,215455.0,24,81.0,215379.0,1.0,2.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
932,Asia,2020-02-07,Jilin,China,65.0,1.0,4.0,35.86166,104.195397,203511.0,4343.0,7671.0,215525.0,25,67.0,215455.0,0.0,9.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
933,Asia,2020-02-07,Inner Mongolia,China,50.0,0.0,5.0,35.86166,104.195397,203561.0,4343.0,7676.0,215580.0,26,65.0,215525.0,1.0,4.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
934,Asia,2020-02-07,Ningxia,China,43.0,0.0,5.0,35.86166,104.195397,203604.0,4343.0,7681.0,215628.0,27,50.0,215580.0,0.0,5.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
935,Asia,2020-02-07,Xinjiang,China,39.0,0.0,0.0,35.86166,104.195397,203643.0,4343.0,7681.0,215667.0,28,43.0,215628.0,0.0,5.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
936,Asia,2020-02-07,Unknown,Singapore,30.0,0.0,0.0,1.352083,103.819836,203673.0,4343.0,7681.0,215697.0,0,0.0,0.0,0.0,0.0,4492150.0,693.0,"6482,2","11,53",23700.0,"4,28"
937,Asia,2020-02-07,Hong Kong,Hong Kong,25.0,1.0,0.0,22.396428,114.109497,203698.0,4344.0,7681.0,215723.0,0,0.0,0.0,0.0,0.0,6940432.0,1092.0,"6355,7","5,24",28800.0,"6,29"
938,Asia,2020-02-07,Unknown,Japan,25.0,0.0,1.0,36.204824,138.252924,203723.0,4344.0,7682.0,215749.0,0,0.0,0.0,0.0,0.0,127463611.0,377835.0,"337,4",0,28200.0,"9,16"
939,Asia,2020-02-07,Unknown,Thailand,25.0,0.0,5.0,15.870032,100.992541,203748.0,4344.0,7687.0,215779.0,0,0.0,0.0,0.0,0.0,64631595.0,514000.0,"125,7",0,7400.0,"7,04"
940,Asia,2020-02-07,Unknown,South Korea,24.0,0.0,1.0,35.90775700000001,127.766922,203772.0,4344.0,7688.0,215804.0,0,0.0,0.0,0.0,0.0,48846823.0,98480.0,"496,0",0,17800.0,"5,85"
941,Asia,2020-02-07,Qinghai,China,18.0,0.0,3.0,35.86166,104.195397,203790.0,4344.0,7691.0,215825.0,0,0.0,0.0,0.0,0.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
942,Asia,2020-02-07,Taiwan,Taiwan,16.0,0.0,1.0,23.69781,120.960515,203806.0,4344.0,7692.0,215842.0,0,0.0,0.0,0.0,0.0,23036087.0,35980.0,"640,3",0,23400.0,"6,48"
943,Europe,2020-02-07,Unknown,Germany,13.0,0.0,0.0,51.165691,10.451526,203819.0,4344.0,7692.0,215855.0,0,0.0,0.0,0.0,0.0,82422299.0,357021.0,"230,9","2,18",27600.0,"10,62"
944,Asia,2020-02-07,Unknown,Malaysia,12.0,0.0,1.0,4.210483999999999,101.975766,203831.0,4344.0,7693.0,215868.0,0,0.0,0.0,0.0,0.0,24385858.0,329750.0,"74,0",0,9000.0,"5,05"
945,Asia,2020-02-07,Macau,Macao,10.0,0.0,1.0,22.198745,113.543873,203841.0,4344.0,7694.0,215879.0,0,0.0,0.0,0.0,0.0,453125.0,28.0,"16183,0","4,86",19400.0,"4,47"
946,Asia,2020-02-07,Unknown,Vietnam,10.0,0.0,1.0,14.058324,108.277199,203851.0,4344.0,7695.0,215890.0,0,0.0,0.0,0.0,0.0,84402966.0,329560.0,"256,1","-0,45",2500.0,"6,22"
947,Europe,2020-02-07,Unknown,France,6.0,0.0,0.0,46.227638,2.213749,203857.0,4344.0,7695.0,215896.0,0,0.0,0.0,0.0,0.0,60876136.0,547030.0,"111,3","0,66",27600.0,"9,14"
948,Oceania,2020-02-07,Queensland,Australia,5.0,0.0,0.0,-25.274398,133.775136,203862.0,4344.0,7695.0,215901.0,0,0.0,0.0,0.0,0.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
949,Asia,2020-02-07,Unknown,United Arab Emirates,5.0,0.0,0.0,23.424076,53.847818,203867.0,4344.0,7695.0,215906.0,0,0.0,0.0,0.0,0.0,2602713.0,82880.0,"31,4","1,03",23200.0,"4,4"
950,Oceania,2020-02-07,New South Wales,Australia,4.0,0.0,2.0,-25.274398,133.775136,203871.0,4344.0,7697.0,215912.0,0,0.0,0.0,0.0,0.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
951,Oceania,2020-02-07,Victoria,Australia,4.0,0.0,0.0,-25.274398,133.775136,203875.0,4344.0,7697.0,215916.0,1,4.0,215912.0,0.0,2.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
952,America,2020-02-07,British Columbia,Canada,4.0,0.0,0.0,56.130366,-106.346771,203879.0,4344.0,7697.0,215920.0,0,0.0,0.0,0.0,0.0,33098932.0,9984670.0,"3,3","5,96",29800.0,"7,8"
953,Asia,2020-02-07,Unknown,India,3.0,0.0,0.0,20.593684,78.96288,203882.0,4344.0,7697.0,215923.0,0,0.0,0.0,0.0,0.0,1095351995.0,3287590.0,"333,2","-0,07",2900.0,"8,18"
954,Europe,2020-02-07,Unknown,Italy,3.0,0.0,0.0,41.87194,12.56738,203885.0,4344.0,7697.0,215926.0,0,0.0,0.0,0.0,0.0,58133509.0,301230.0,"193,0","2,07",26700.0,"10,4"
955,Asia,2020-02-07,Unknown,Philippines,3.0,1.0,0.0,12.879721,121.774017,203888.0,4345.0,7697.0,215930.0,0,0.0,0.0,0.0,0.0,89468677.0,300000.0,"298,2","-1,5",4600.0,"5,41"
956,Europe,2020-02-07,Unknown,United Kingdom,3.0,0.0,0.0,55.378051,-3.435973,203891.0,4345.0,7697.0,215933.0,0,0.0,0.0,0.0,0.0,60609153.0,244820.0,"247,6","2,19",27700.0,"10,13"
957,Oceania,2020-02-07,South Australia,Australia,2.0,0.0,0.0,-25.274398,133.775136,203893.0,4345.0,7697.0,215935.0,0,0.0,0.0,0.0,0.0,20264082.0,7686850.0,"2,6","3,98",29000.0,"7,51"
958,America,2020-02-07,"Toronto, ON",Canada,2.0,0.0,0.0,56.130366,-106.346771,203895.0,4345.0,7697.0,215937.0,0,0.0,0.0,0.0,0.0,33098932.0,9984670.0,"3,3","5,96",29800.0,"7,8"
959,Europe,2020-02-07,Unknown,Russia,2.0,0.0,0.0,61.52401,105.318756,203897.0,4345.0,7697.0,215939.0,0,0.0,0.0,0.0,0.0,142893540.0,17075200.0,"8,4","1,02",8900.0,"14,65"
960,America,2020-02-07,"Chicago, IL",United States,2.0,0.0,0.0,37.09024,-95.712891,203899.0,4345.0,7697.0,215941.0,0,0.0,0.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
961,America,2020-02-07,"San Benito, CA",United States,2.0,0.0,0.0,37.09024,-95.712891,203901.0,4345.0,7697.0,215943.0,1,2.0,215941.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
962,America,2020-02-07,"Santa Clara, CA",United States,2.0,0.0,0.0,37.09024,-95.712891,203903.0,4345.0,7697.0,215945.0,2,2.0,215943.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
963,Europe,2020-02-07,Unknown,Belgium,1.0,0.0,0.0,50.503887,4.469936,203904.0,4345.0,7697.0,215946.0,0,0.0,0.0,0.0,0.0,10379067.0,30528.0,"340,0","1,23",29100.0,"10,27"
964,Asia,2020-02-07,Unknown,Cambodia,1.0,0.0,0.0,12.565679,104.990963,203905.0,4345.0,7697.0,215947.0,0,0.0,0.0,0.0,0.0,13881427.0,181040.0,"76,7",0,1900.0,"9,06"
965,America,2020-02-07,"London, ON",Canada,1.0,0.0,0.0,56.130366,-106.346771,203906.0,4345.0,7697.0,215948.0,0,0.0,0.0,0.0,0.0,33098932.0,9984670.0,"3,3","5,96",29800.0,"7,8"
966,Europe,2020-02-07,Unknown,Finland,1.0,0.0,0.0,61.92411,25.748151,203907.0,4345.0,7697.0,215949.0,0,0.0,0.0,0.0,0.0,5231372.0,338145.0,"15,5","0,95",27400.0,"9,86"
967,Asia,2020-02-07,Tibet,China,1.0,0.0,0.0,35.86166,104.195397,203908.0,4345.0,7697.0,215950.0,0,0.0,0.0,0.0,0.0,1313973713.0,9596960.0,"136,9","-0,4",5000.0,"6,97"
968,Asia,2020-02-07,Unknown,Nepal,1.0,0.0,0.0,28.394857,84.12400799999998,203909.0,4345.0,7697.0,215951.0,0,0.0,0.0,0.0,0.0,28287147.0,147181.0,"192,2",0,1400.0,"9,31"
969,Europe,2020-02-07,Unknown,Spain,1.0,0.0,0.0,40.463667,-3.74922,203910.0,4345.0,7697.0,215952.0,0,0.0,0.0,0.0,0.0,40397842.0,504782.0,"80,0","0,99",22000.0,"9,72"
970,Asia,2020-02-07,Unknown,Sri Lanka,1.0,0.0,0.0,7.873054,80.77179699999998,203911.0,4345.0,7697.0,215953.0,0,0.0,0.0,0.0,0.0,20222240.0,65610.0,"308,2","-1,31",3700.0,"6,52"
971,Europe,2020-02-07,Unknown,Sweden,1.0,0.0,0.0,60.128161,18.643501,203912.0,4345.0,7697.0,215954.0,0,0.0,0.0,0.0,0.0,9016596.0,449964.0,"20,0","1,67",26800.0,"10,31"
972,America,2020-02-07,"Boston, MA",United States,1.0,0.0,0.0,37.09024,-95.712891,203913.0,4345.0,7697.0,215955.0,0,0.0,0.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
973,America,2020-02-07,"Los Angeles, CA",United States,1.0,0.0,0.0,37.09024,-95.712891,203914.0,4345.0,7697.0,215956.0,1,1.0,215955.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
974,America,2020-02-07,"Madison, WI",United States,1.0,0.0,0.0,37.09024,-95.712891,203915.0,4345.0,7697.0,215957.0,2,1.0,215956.0,0.0,0.0,298444215.0,9631420.0,"31,0","3,41",37800.0,"8,26"
